1,2
2,3
3,3
4,2
5,1
6,4
7,4
8,3
9,4
10,5
11,2
12,2
13,1
14,2
15,3
16,4
17,4
18,5
19,1
20,3
21,2
23,2
24,3
25,4
26,4
27,6
28,2
29,3
30,3
31,2
32,1
33,2
34,2
35,2
36,4
37,4
38,3
39,4
40,1
41,6
42,2
43,5
44,2
45,3
46,2
47,1
48,1
49,2
50,6
51,4
52,2
53,3
54,4
55,1
56,7
57,3
58,8
59,5
60,3
61,1
62,4
63,5
64,2
65,5
66,9
67,2
68,5
69,7
70,9
71,7
72,5
73,10
74,7
75,8
76,1
77,3
78,4
79,3
80,7
82,3
83,2
84,2
85,7
86,2
87,4
88,3
89,4
90,3
91,3
92,4
93,3
94,7
95,7
96,3
97,6
98,6
99,2
100,1
101,2
102,2
103,4
104,8
105,5
106,6
109,8
110,12
111,9
112,10
113,13
114,9
115,2
116,6
117,5
118,3
119,7
120,15
122,10
123,2
124,10
125,6
126,6
127,10
128,8
129,7
130,6
131,3
132,6
133,2
134,3
135,2
136,5
137,4
138,3
139,1
140,1
141,1
142,6
143,2
144,4
145,2
146,5
147,2
148,3
149,6
150,3
151,5
152,7
153,1
154,6
155,3
156,5
157,2
158,1
159,2
160,1
161,2
162,4
163,3
164,4
165,4
166,2
167,4
168,6
169,5
170,3
171,1
172,1
173,5
174,2
175,1
176,6
177,1
178,5
179,3
180,2
181,3
182,2
183,6
184,4
185,4
186,3
187,1
188,2
189,2
190,3
191,4
192,6
193,2
194,6
195,4
196,6
197,2
198,4
199,4
200,4
201,4
202,1
203,1
204,3
205,2
206,4
207,3
208,2
209,1
210,1
211,5
212,3
213,4
214,6
215,6
216,2
217,2
218,3
219,5
220,5
222,3
223,2
224,10
225,5
226,3
227,1
228,4
229,6
230,4
231,5
232,19
233,1
234,5
235,4
236,3
237,2
238,1
239,10
240,6
241,8
242,10
243,3
244,8
245,5
246,4
247,4
248,2
249,6
250,2
251,3
252,8
253,5
254,3
255,2
256,3
257,4
258,12
259,7
260,7
261,9
262,2
263,3
264,4
265,8
266,14
267,9
268,4
269,21
270,9
271,2
272,3
273,7
274,21
275,44
276,13
277,49
278,90
279,37
280,36
281,23
282,34
283,67
284,63
285,14
286,8
287,10
288,2
289,9
290,11
291,9
292,11
293,12
294,15
295,44
296,117
297,199
298,248
299,107
300,27
301,5
302,8
303,5
304,7
305,13
306,8
307,6
308,4
309,5
310,7
311,2
312,3
313,9
314,11
315,5
316,4
317,3
318,4
319,6
320,5
321,5
322,3
323,8
324,6
325,4
326,4
327,7
329,4
330,6
331,5
332,3
333,1
334,4
335,14
336,4
337,7
338,5
339,6
340,6
341,12
342,7
343,12
344,10
345,6
346,11
347,3
348,4
349,2
350,5
351,5
352,6
353,10
354,5
355,4
356,5
357,12
359,6
360,6
361,9
362,6
363,3
364,3
365,7
366,10
367,3
368,6
369,8
370,23
371,5
372,7
373,12
374,7
375,6
376,2
377,6
378,5
379,7
380,4
381,8
382,5
383,6
384,23
385,9
386,3
387,7
388,7
389,6
391,6
392,3
393,5
394,3
395,5
396,5
397,8
399,56
400,4
401,10
402,3
403,5
404,2
405,14
406,39
407,6
408,8
409,2
410,8
411,7
412,6
413,7
414,7
415,12
416,4
417,9
418,9
419,13
420,3
421,3
422,8
423,4
424,4
425,5
426,8
427,4
428,7
429,8
430,8
431,8
432,8
433,8
434,12
435,16
436,3
437,5
438,6
439,6
440,6
441,8
442,34
443,3
444,7
445,11
446,5
447,3
448,5
449,5
450,9
451,14
452,4
453,8
454,12
455,26
456,10
457,8
458,9
459,5
460,7
461,9
462,5
463,12
464,8
465,13
466,9
467,5
468,6
469,13
470,9
471,10
472,10
473,7
474,9
475,9
476,11
477,15
478,13
479,5
480,8
481,8
482,12
483,5
484,11
485,9
486,10
487,7
488,14
489,8
490,14
491,11
492,14
493,23
494,11
495,12
496,13
497,16
498,7
499,12
500,10
501,17
502,15
503,24
504,20
505,20
506,17
507,10
508,13
509,13
510,13
511,13
512,14
513,12
514,8
515,8
516,11
517,34
518,10
519,17
520,50
521,5
522,7
523,11
524,17
525,10
526,6
527,6
528,8
529,15
530,9
531,7
532,5
533,6
534,10
535,18
536,10
537,11
538,6
539,13
540,9
541,7
542,16
543,10
544,9
545,5
546,10
547,8
548,11
549,3
550,13
551,13
552,20
553,16
554,9
555,14
556,11
557,37
558,11
559,10
560,11
561,6
562,13
563,13
564,13
565,17
566,13
567,13
568,7
569,16
570,13
571,8
572,10
573,11
574,34
575,7
576,7
577,17
578,18
579,11
580,20
581,14
582,13
583,11
584,9
585,13
586,18
587,19
588,10
589,29
590,15
591,12
592,13
593,15
594,22
595,14
596,23
597,20
598,13
599,17
600,21
601,19
602,10
603,11
604,12
605,20
606,8
607,29
608,12
609,27
610,18
611,140
612,14
613,32
614,7
615,14
616,17
617,21
618,21
619,23
620,17
621,40
622,18
623,25
624,21
625,19
626,11
627,11
628,18
629,16
630,13
631,34
632,18
633,25
634,17
635,12
636,23
637,25
638,18
639,15
640,17
641,21
642,15
643,25
644,33
645,38
646,20
647,20
648,24
649,28
650,28
651,22
652,26
653,36
654,33
655,26
656,31
657,24
658,28
659,18
660,25
661,34
662,23
663,31
664,32
665,26
666,29
667,28
668,28
669,25
670,21
671,42
672,31
673,37
674,27
675,24
676,27
677,36
678,27
679,31
680,30
681,28
682,31
683,29
684,24
685,79
686,21
687,22
688,26
689,37
690,25
691,41
692,47
693,43
694,40
695,65
696,1518
697,22
698,29
699,24
700,30
701,31
702,29
703,25
704,49
705,56
706,30
707,25
708,26
709,28
710,28
711,24
712,40
713,23
714,38
715,46
716,23
717,26
718,28
719,16
720,34
721,38
722,41
723,29
724,54
725,31
726,38
727,32
728,31
729,35
730,34
731,39
732,46
733,35
734,31
735,25
736,37
737,27
738,35
739,34
740,28
741,34
742,28
743,34
744,33
745,35
746,37
747,31
748,37
749,41
750,32
751,36
752,39
753,45
754,40
755,52
756,51
757,40
758,56
759,53
760,45
761,65
762,84
763,66
764,66
765,71
766,69
767,77
768,72
769,71
770,104
771,87
772,94
773,84
774,64
775,109
776,114
777,86
778,84
779,106
780,119
781,139
782,119
783,81
784,102
785,228
786,202
787,181
788,121
789,101
790,108
791,147
792,139
793,121
794,114
795,153
796,107
797,112
798,129
799,135
800,92
801,137
802,188
803,174
804,179
805,119
806,105
807,124
808,172
809,283
810,117
811,124
812,129
813,205
814,123
815,122
816,120
817,147
818,152
819,169
820,169
821,140
822,146
823,157
824,142
825,151
826,130
827,141
828,113
829,145
830,128
831,154
832,141
833,132
834,165
835,152
836,126
837,158
838,164
839,116
840,134
841,152
842,179
843,125
844,166
845,123
846,117
847,132
848,149
849,165
850,215
851,190
852,252
853,1061
854,1926
855,2267
856,7846
857,5038
858,6200
859,8108
860,17379
861,12231
862,9933
863,8534
864,8056
865,7259
866,6751
867,4693
868,4023
869,4882
870,6281
871,8413
872,7345
873,7075
874,6519
875,9917
876,12161
877,12956
878,11733
879,14260
880,19766
881,22153
882,15558
883,15534
884,24484
885,27684
886,32834
887,41578
888,35464
889,33997
890,38993
891,34811
892,41432
893,47942
894,52636
895,48131
896,49823
897,47199
898,50583
899,37690
900,42928
901,42548
902,46954
903,36348
904,39291
905,37468
906,50812
907,50998
908,50416
909,46355
910,45866
911,48098
912,47527
913,53386
914,52118
915,45000
916,52258
917,45975
918,43281
919,39989
920,45203
921,46910
922,43419
923,43031
924,50086
925,49312
926,50431
927,44924
928,48607
929,43243
930,49185
931,48690
932,47729
933,58099
934,72271
935,69952
936,89853
937,76964
